population_id,population_kind,case_id,candidate_id,model,sequence_length,phase,mathematical_operation,implementation_kind,exact_endpoint_or_region,proof_unit_bound,legacy_observed_role,legacy_observed_verdict,legacy_flash_verdict,legacy_generalizable_verdict,legacy_evidence,legacy_evidence_only,claim_boundary,formation_local,formation_parameter_gradient,formation_effective_update,first_confirmed_bias_stage,formation_label_source
endpoint::mamba:seq128:forward:927:out_ptr22,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr22,mamba,128,FORWARD,add,TRITON,forward:graph0:add_357,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=29207a209f837ae137b027e0744d62205eb553d785e885b86e2582b66187dbec,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr23,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr23,mamba,128,FORWARD,add,TRITON,forward:graph0:add_358,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=79fd4fa8e27a2d4aee7ae29de11de0ad9ffdf2704f21ea05f20ce791706964bd,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr25,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr25,mamba,128,FORWARD,add,TRITON,forward:graph0:add_360,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=aa28bd5a2e517ae72f315c0d04178159545e5d3c5aaf8c795e3d405903b70f52,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr26,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr26,mamba,128,FORWARD,add,TRITON,forward:graph0:add_361,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=227c2b429dc6c32a9aa8a4cadf70ba092a42cf470c68e99d3a89cd6e862ecaae,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr27,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr27,mamba,128,FORWARD,add,TRITON,forward:graph0:add_362,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=9e0bfa2fcd3516448ae0baa434528ed81b68a4f19c3b43d0809123888bb66eba,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr28,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr28,mamba,128,FORWARD,add,TRITON,forward:graph0:add_363,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=4b52d2972c19a2c31b635669379087a71133b503ab87cf8446e666b41eb8d654,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr29,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr29,mamba,128,FORWARD,add,TRITON,forward:graph0:add_364,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=7f25f5dd96a17265990aa0590ebf704054b0b9cd6fe1ca48b57e990c6488d3d8,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr3,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr3,mamba,128,FORWARD,add,TRITON,forward:graph0:add_338,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=fdad91c34b112cfa7b4e4274b3e556cb42df13278349d5af9808e87a8bf82ff0,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr30,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr30,mamba,128,FORWARD,add,TRITON,forward:graph0:add_365,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=537541447cf9e859c1c7d4a4114792ebcf917b03b3d8db911264bb2c378fa46d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr31,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr31,mamba,128,FORWARD,add,TRITON,forward:graph0:add_366,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=bcac8e93d27c065c035e26be2e5da9f5c31b03bb889232ba46256f45ddaeb347,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr32,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr32,mamba,128,FORWARD,add,TRITON,forward:graph0:add_367,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=78fba1e7b59f77d35f0a78cdb36cf0ece8a7eabf7a3499366675c3f316aebf99,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr33,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr33,mamba,128,FORWARD,add,TRITON,forward:graph0:add_368,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=6df9f9650798698687df32bcf0903f508419f0f9c6e376916072b4fec454a59d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr34,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr34,mamba,128,FORWARD,add,TRITON,forward:graph0:add_369,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=802bae2279822855f45a09815eb732fe8323a87c8a8757414e38ae0d14b2b680,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr35,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr35,mamba,128,FORWARD,add,TRITON,forward:graph0:add_370,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=41870fe09432f8ac96ffe9eaf92a0443ec201e7fad477cea341c869de0c0cd70,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr36,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr36,mamba,128,FORWARD,add,TRITON,forward:graph0:add_371,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=61955ea9f95b40d351aae4a3f05a48014327b5eb220b24c06e22663d26db4857,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr37,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr37,mamba,128,FORWARD,add,TRITON,forward:graph0:add_372,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=7de64ddf07fbc8c210bd24d5912ec471a2c4337578324bde2e79b297ca91343f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr38,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr38,mamba,128,FORWARD,add,TRITON,forward:graph0:add_373,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=7d1780e01299180660dd373daf9f741e10d1e49ce76105b4f31d82e63aae3878,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr39,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr39,mamba,128,FORWARD,add,TRITON,forward:graph0:add_374,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=df65c4852654fc3518cdea37378d1ec7b10a7cc9db6804634ac3cee357da19da,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr4,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr4,mamba,128,FORWARD,add,TRITON,forward:graph0:add_339,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=49c5210ad398e66d5b8026619dc9bc54d2e9d5b790d549984d00b233dda7c4f6,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr40,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr40,mamba,128,FORWARD,add,TRITON,forward:graph0:add_375,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=f208c44d7541ce0759eaa0df143af840006fe27acc70714ddae6a594175e12ad,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr41,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr41,mamba,128,FORWARD,add,TRITON,forward:graph0:add_376,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=98b898eea84382207052bb841af26b8d013bde606a45f6569e8a34aa48762295,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr42,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr42,mamba,128,FORWARD,add,TRITON,forward:graph0:add_377,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=210bf4b25c839c06e4fffe6333da541c64f8723c180064ae21ea91b3d5c6b8d4,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr43,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr43,mamba,128,FORWARD,add,TRITON,forward:graph0:add_378,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=3276ccc062d24e4ef2a81b2993ffdc24d7f5e3f0d19542187fb3f4f7ecb0cd9f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr44,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr44,mamba,128,FORWARD,add,TRITON,forward:graph0:add_379,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=3d3c7ffe68c044bee4c80d573cb24d7315fb44f9de298bc64efd2ccebbb71a85,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr45,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr45,mamba,128,FORWARD,add,TRITON,forward:graph0:add_380,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=cfd92e3725cedda612033357efbd37a4b8a22d00aa4182f2c93803d174f2dc8d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr46,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr46,mamba,128,FORWARD,add,TRITON,forward:graph0:add_381,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=a42f7e34f1a625c41aa712111d14c34f8ab4890929196a8b2ef8a440332656c3,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr47,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr47,mamba,128,FORWARD,add,TRITON,forward:graph0:add_382,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=e632666707c88b39fd4751d1316da6e59e6f229ee8cbc34da291064695dc0138,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr48,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr48,mamba,128,FORWARD,add,TRITON,forward:graph0:add_383,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=3150155b557eb139628a23c6b6389cf5dd07d097ec3e0abc000ac840da1a1046,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr49,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr49,mamba,128,FORWARD,add,TRITON,forward:graph0:add_384,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=2fcbfb7149f361dcb119159e6b10fc7d7b5728d264634166cb923d3f64ede9a2,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr5,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr5,mamba,128,FORWARD,add,TRITON,forward:graph0:add_340,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=af17fcd99652cff5f8760685eb82da170ccbbf73a3281a7e5508d191ee30a72f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr50,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr50,mamba,128,FORWARD,add,TRITON,forward:graph0:add_385,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=67c4f8d19f14323f59f649efda404fea92f644b7ca08f96144b00670a8452783,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr51,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr51,mamba,128,FORWARD,add,TRITON,forward:graph0:add_386,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=7420b9eef4e226657afa6c631561c5540dd5d18729953c44a882d37631d1d962,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr52,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr52,mamba,128,FORWARD,add,TRITON,forward:graph0:add_387,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=e16f8191185492eaedf41e1fd8ddb4a184dbd15d1dcabf8908e141c3fd96af1f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr53,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr53,mamba,128,FORWARD,add,TRITON,forward:graph0:add_388,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=847a353ed5ecb6fa9526352f6c54a15931d591ca333568ccf7e944566c946319,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr54,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr54,mamba,128,FORWARD,add,TRITON,forward:graph0:add_389,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=4604e9ee55ff4346dac8a6b7ed6b1c12f89b3c659a93027ba057a68bb6aaee4e,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr55,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr55,mamba,128,FORWARD,add,TRITON,forward:graph0:add_390,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=00e4f8189fbe5affb0c51c1acded149a094e32ecdf672d15820ce8baa23cc64b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr56,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr56,mamba,128,FORWARD,add,TRITON,forward:graph0:add_391,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=5517ffc563ba99cee8e1cc03539d84f3dde11daba3954bb62443c3f395c2458e,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr58,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr58,mamba,128,FORWARD,add,TRITON,forward:graph0:add_393,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=8515ab8377acb22d9189c62862e8d9eb5b4caa051dff5af014024872ccc2a8eb,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr59,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr59,mamba,128,FORWARD,add,TRITON,forward:graph0:add_394,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=5cc2fbe799a9c5acaefda4e88ec4a3b150321342e8e8e2e19bf03dc31fbe9986,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr6,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr6,mamba,128,FORWARD,add,TRITON,forward:graph0:add_341,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=fdf950824e3a5447ca754adede961b4e8c1bcd9396a155efa4880af97499a61b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr60,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr60,mamba,128,FORWARD,add,TRITON,forward:graph0:add_395,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=4947edc3404c4b32894b2b1aaf7ba4b63c39e49eaac141d3f07c4e0c96a22291,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr61,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr61,mamba,128,FORWARD,add,TRITON,forward:graph0:add_396,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=be8cea2c964227d168e5bd5c34139dd4649eccd77ec58f08de79162ac1f81f52,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr62,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr62,mamba,128,FORWARD,add,TRITON,forward:graph0:add_397,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=1bebe0602b4303b4ed2437d7f41c541fd7529b0d97bc0d11fcb09991da143331,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr7,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr7,mamba,128,FORWARD,add,TRITON,forward:graph0:add_342,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=dcf4bd3c39ae9c26e0c7510479c6d53b190533db4657d0544176b7a54d64b842,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr8,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr8,mamba,128,FORWARD,add,TRITON,forward:graph0:add_343,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=70eac18a7d335aaec932bcaa67f07f1582cf07cb8aea6d37a660d75ce7ddda2f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:927:out_ptr9,ENDPOINT_UNIT,,mamba:seq128:forward:927:out_ptr9,mamba,128,FORWARD,add,TRITON,forward:graph0:add_344,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=af2ff81ef4d5ca5394c39336b7ad915620be5b3484a5cfff36d4579700cb3a5d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:929:output_0,ENDPOINT_UNIT,,mamba:seq128:forward:929:output_0,mamba,128,FORWARD,mm,EXTERN,forward:graph0:mm_default_5823,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=ba571819b2581a89b44ea117934942735817c8ebe4d028a7ebe791d05abdf235,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:949:output_0,ENDPOINT_UNIT,,mamba:seq128:forward:949:output_0,mamba,128,FORWARD,mm,EXTERN,forward:graph0:mm_default_5813,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=cba8ee654cd9f78110406b86edd89e58ec14eaf231c794c0cb4228210180d89d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:979:output_0,ENDPOINT_UNIT,,mamba:seq128:forward:979:output_0,mamba,128,FORWARD,mm,EXTERN,forward:graph0:mm_default_5798,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=86d99f5a4dc601e012c5d5d0f4177a58f8e2025c5d8b92e52bde0d08cabbf18b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:981:output_0,ENDPOINT_UNIT,,mamba:seq128:forward:981:output_0,mamba,128,FORWARD,mm,EXTERN,forward:graph0:mm_default_5797,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=c6f3eb8c7e94696b1cb49213b1e05251a98c80ba06e3ce54ffc2c6af7507e782,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:987:output_0,ENDPOINT_UNIT,,mamba:seq128:forward:987:output_0,mamba,128,FORWARD,mm,EXTERN,forward:graph0:mm_default_5794,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=7437f39eb7be481f4d91d8bbca8316fef32102af3c6922a587e6c3d830a3ae81,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:995:output_0,ENDPOINT_UNIT,,mamba:seq128:forward:995:output_0,mamba,128,FORWARD,mm,EXTERN,forward:graph0:mm_default_5790,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=2093df761e124190f16f15cf00294ff1be87f2f39c6238a0a68fdae015529bc2,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq128:forward:999:output_0,ENDPOINT_UNIT,,mamba:seq128:forward:999:output_0,mamba,128,FORWARD,mm,EXTERN,forward:graph0:mm_default_5788,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=0e5c66ba082b1c909d11d3b5daf81ad0d7ce1f5ae30b93a2796d8f011a5d0a58,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:18748:out_ptr0,ENDPOINT_UNIT,,mamba:seq256:backward:18748:out_ptr0,mamba,256,BACKWARD,sum,TRITON,backward:graph0:sum_4,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=77c86217723b923572e212234c0cf2ec2b9967031cd00127a98825e8afd4ad28,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:20781:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:20781:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_5236,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=cd655d63bda2deeedc078aceda5a664baff2e3562488e299def4c64f70d5b93f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
